,날짜,거래량,변동 %
76,2020-09-08,588611000000,-0.93
77,2020-09-07,700651000000,1.79
78,2020-09-04,730311000000,0.25
79,2020-09-03,488731000000,0.71
80,2020-09-02,939611000000,1.35
81,2020-09-01,621641000000,1.31
82,2020-08-31,1241000000000,1.01
83,2020-08-28,973641000000,1.61
84,2020-08-27,652611000000,-1.59
85,2020-08-26,679001000000,0.93
86,2020-08-25,451191000000,2.6
87,2020-08-24,403931000000,1.29
88,2020-08-21,628931000000,0.35
89,2020-08-20,571391000000,-2.84
90,2020-08-19,405371000000,2.07
91,2020-08-18,570881000000,-4.98
92,2020-08-14,631741000000,-0.5
93,2020-08-13,519481000000,0.82
94,2020-08-12,390851000000,-0.45
95,2020-08-11,427581000000,-0.14
96,2020-08-10,414851000000,1.1
97,2020-08-07,408941000000,0.1
98,2020-08-06,430551000000,0.28
99,2020-08-05,530451000000,0.56
100,2020-08-04,384481000000,1.85
101,2020-08-03,349901000000,0.2
102,2020-07-31,380721000000,-0.03
103,2020-07-30,424121000000,-0.03
104,2020-07-29,537371000000,0.62
105,2020-07-28,408541000000,-0.36
106,2020-07-27,625531000000,0.84
107,2020-07-24,627511000000,-0.32
108,2020-07-23,587831000000,0.28
109,2020-07-22,414671000000,0.74
110,2020-07-21,425221000000,0.87
111,2020-07-20,382161000000,-0.16
112,2020-07-17,351281000000,0.56
113,2020-07-16,509101000000,-0.04
114,2020-07-15,485541000000,0.83
115,2020-07-14,598281000000,0.11
116,2020-07-13,424341000000,1.22
117,2020-07-10,638931000000,-0.67
118,2020-07-09,381531000000,0.49
119,2020-07-08,469641000000,0.29
120,2020-07-07,570961000000,-0.25
121,2020-07-06,458601000000,0.96
122,2020-07-03,584001000000,0.91
123,2020-07-02,876491000000,1.29
124,2020-07-01,886451000000,-0.44
125,2020-06-30,446961000000,0.93
126,2020-06-29,392901000000,-1.7
127,2020-06-26,488411000000,0.15
128,2020-06-25,633101000000,-1.08
129,2020-06-24,589111000000,0.51
130,2020-06-23,626201000000,-0.54
131,2020-06-22,552231000000,-0.18
132,2020-06-19,734621000000,1.27
133,2020-06-18,462881000000,1.11
134,2020-06-17,461091000000,-0.14
135,2020-06-16,608721000000,4.46
136,2020-06-15,641791000000,-5.41
137,2020-06-12,340621000000,-2.11
138,2020-06-11,393521000000,-1.29
139,2020-06-10,332261000000,-0.31
140,2020-06-09,393001000000,0.23
141,2020-06-08,482761000000,0.44
142,2020-06-05,443521000000,0.84
143,2020-06-04,881441000000,0.26
144,2020-06-03,552281000000,0.11
145,2020-06-02,665101000000,1.2
146,2020-06-01,730261000000,1.44
147,2020-05-29,680451000000,-0.09
148,2020-05-28,746211000000,-1.48
149,2020-05-27,765331000000,0.45
150,2020-05-26,727601000000,1.32
151,2020-05-25,406001000000,0.77
152,2020-05-22,572641000000,-0.98
153,2020-05-21,361121000000,0.35
154,2020-05-20,402821000000,1.16
155,2020-05-19,384461000000,0.91
156,2020-05-18,540121000000,0.18
157,2020-05-15,566611000000,0.95
158,2020-05-14,501961000000,-0.9
159,2020-05-13,392801000000,0.36
160,2020-05-12,441251000000,-0.91
161,2020-05-11,326411000000,-0.64
162,2020-05-08,522681000000,0.86
163,2020-05-07,559471000000,0.9
164,2020-05-06,823111000000,1.63
165,2020-05-04,829431000000,0.36
166,2020-04-29,1611000000000,0.72
167,2020-04-28,682441000000,0.57
168,2020-04-27,427781000000,2.19
169,2020-04-24,548641000000,-1.2
170,2020-04-23,397351000000,1.43
171,2020-04-22,494211000000,0.74
172,2020-04-21,715611000000,-1.66
173,2020-04-20,701041000000,0.96
174,2020-04-17,1181000000000,1.58
175,2020-04-16,530281000000,1.05
176,2020-04-14,526621000000,2.08
177,2020-04-13,650111000000,-1.41
178,2020-04-10,496191000000,0.32
179,2020-04-09,575031000000,1.79
180,2020-04-08,507211000000,1.16
181,2020-04-07,553911000000,2.05
182,2020-04-06,714071000000,3.39
183,2020-04-03,516091000000,1.04
184,2020-04-02,486881000000,1.59
185,2020-04-01,871781000000,-0.41
186,2020-03-31,608651000000,4.52
187,2020-03-30,409191000000,2.99
188,2020-03-27,567331000000,1.99
189,2020-03-26,474131000000,3.15
190,2020-03-25,394491000000,6.12
191,2020-03-24,330591000000,5.42
192,2020-03-23,316811000000,-5.07
193,2020-03-20,393891000000,5.74
194,2020-03-19,505681000000,-13.15
195,2020-03-18,411951000000,-3.69
196,2020-03-17,331951000000,-1.34
197,2020-03-16,388891000000,-3.01
198,2020-03-13,577781000000,-7.32
199,2020-03-12,472571000000,-5.49
200,2020-03-11,398461000000,-2.79
201,2020-03-10,375051000000,-0.18
202,2020-03-09,355841000000,-4.01
203,2020-03-06,606011000000,-1.06
204,2020-03-05,384201000000,1.35
205,2020-03-04,323121000000,1.67
206,2020-03-03,343251000000,0.85
207,2020-03-02,291811000000,1.0
208,2020-02-28,373301000000,-3.72
209,2020-02-27,366851000000,-1.97
210,2020-02-26,593331000000,-0.63
211,2020-02-25,1351000000000,1.36
212,2020-02-24,735521000000,-3.55
213,2020-02-21,454051000000,-1.2
214,2020-02-20,550531000000,-0.56
215,2020-02-19,412841000000,0.14
216,2020-02-18,297381000000,-1.06
217,2020-02-17,335041000000,-0.2
218,2020-02-14,469821000000,0.19
219,2020-02-13,464031000000,-0.47
220,2020-02-12,469871000000,0.08
221,2020-02-11,384781000000,0.37
222,2020-02-10,490421000000,0.1
223,2020-02-07,609931000000,0.02
224,2020-02-06,492051000000,1.63
225,2020-02-05,404941000000,0.21
226,2020-02-04,481051000000,1.51
227,2020-02-03,680361000000,-0.23
228,2020-01-31,559641000000,-1.72
229,2020-01-30,453181000000,-1.88
230,2020-01-29,562041000000,0.33
231,2020-01-28,612851000000,-2.12
232,2020-01-23,382211000000,-0.23
233,2020-01-22,489061000000,0.99
234,2020-01-21,653281000000,-0.63
235,2020-01-20,430921000000,-0.61
236,2020-01-17,469211000000,-0.0
237,2020-01-16,689161000000,0.29
238,2020-01-15,638341000000,0.76
239,2020-01-14,687911000000,0.12
240,2020-01-13,339501000000,0.96
241,2020-01-10,420521000000,0.96
242,2020-01-09,434131000000,1.86
243,2020-01-08,720701000000,-3.0
244,2020-01-07,461191000000,0.23
245,2020-01-06,470151000000,-1.57
246,2020-01-03,511061000000,0.02
247,2020-01-02,391591000000,0.89
248,2019-12-30,317621000000,0.44
249,2019-12-27,356521000000,0.21
250,2019-12-26,457901000000,0.97
251,2019-12-24,457801000000,-0.52
252,2019-12-23,384791000000,-0.65
253,2019-12-20,534341000000,0.09
254,2019-12-19,528031000000,-0.04
255,2019-12-18,476871000000,0.17
256,2019-12-17,462971000000,0.26
257,2019-12-16,245641000000,0.15
258,2019-12-13,390441000000,0.86
259,2019-12-12,407801000000,0.72
260,2019-12-11,566941000000,0.25
261,2019-12-10,369261000000,0.08
262,2019-12-09,289241000000,0.21
263,2019-12-06,321701000000,1.1
264,2019-12-05,361631000000,-0.62
265,2019-12-04,226641000000,-1.06
266,2019-12-03,321391000000,-0.42
267,2019-12-02,277901000000,-0.15
268,2019-11-29,320131000000,-0.74
269,2019-11-28,223041000000,-0.34
270,2019-11-27,255581000000,-0.35
271,2019-11-26,354721000000,0.68
272,2019-11-25,274881000000,1.14
273,2019-11-22,403661000000,-0.28
274,2019-11-21,446111000000,-1.46
275,2019-11-20,408871000000,-1.56
276,2019-11-19,683471000000,-0.4
277,2019-11-18,371421000000,0.03
278,2019-11-15,337531000000,0.18
279,2019-11-14,302981000000,-0.15
280,2019-11-13,470141000000,0.04
281,2019-11-12,343421000000,-0.05
282,2019-11-11,455201000000,0.4
283,2019-11-08,302811000000,0.37
284,2019-11-07,233191000000,-0.04
285,2019-11-06,214141000000,0.42
286,2019-11-05,207941000000,0.08
287,2019-11-04,266721000000,0.9
288,2019-11-01,292841000000,0.5
289,2019-10-31,233311000000,0.52
290,2019-10-30,209471000000,-0.38
291,2019-10-29,255001000000,0.41
292,2019-10-28,161251000000,0.16
293,2019-10-25,225621000000,-0.6
294,2019-10-24,211911000000,0.06
295,2019-10-23,268531000000,-1.02
296,2019-10-22,326771000000,0.33
297,2019-10-21,459301000000,-0.56
298,2019-10-18,295891000000,0.07
299,2019-10-17,218971000000,-0.4
300,2019-10-16,386981000000,0.37
301,2019-10-15,264371000000,0.24
302,2019-10-14,361001000000,1.25
303,2019-10-11,282521000000,0.19
304,2019-10-10,315271000000,-0.08
305,2019-10-08,315171000000,0.62
306,2019-10-07,224941000000,-1.35
307,2019-10-04,273181000000,-1.0
308,2019-10-02,306521000000,-0.68
309,2019-10-01,301091000000,0.31
310,2019-09-30,245681000000,-0.94
311,2019-09-27,176171000000,-0.48
312,2019-09-26,307541000000,-0.35
313,2019-09-25,554061000000,-1.83
314,2019-09-24,447781000000,-0.17
315,2019-09-23,340591000000,0.27
316,2019-09-20,487591000000,-0.2
317,2019-09-19,399771000000,0.04
318,2019-09-18,517541000000,0.37
319,2019-09-17,407981000000,0.68
320,2019-09-16,363361000000,1.39
321,2019-09-11,299061000000,1.04
322,2019-09-10,413131000000,0.82
323,2019-09-09,426701000000,-0.43
324,2019-09-06,296881000000,-0.16
325,2019-09-05,367721000000,0.51
326,2019-09-04,247471000000,0.45
327,2019-09-03,218841000000,0.31
328,2019-09-02,185131000000,0.48
329,2019-08-30,190021000000,1.33
330,2019-08-29,193421000000,-0.38
331,2019-08-28,201001000000,0.59
332,2019-08-27,299331000000,0.58
333,2019-08-26,219871000000,-2.54
334,2019-08-23,292811000000,-0.62
335,2019-08-22,311991000000,-0.5
336,2019-08-21,280551000000,0.53
337,2019-08-20,338131000000,1.1
338,2019-08-19,367231000000,0.83
339,2019-08-16,323471000000,-1.38
340,2019-08-14,590921000000,0.78
341,2019-08-13,561121000000,0.13
342,2019-08-12,335221000000,0.96
343,2019-08-09,501381000000,0.73
344,2019-08-08,573371000000,2.69
345,2019-08-07,627721000000,1.79
346,2019-08-06,558421000000,-2.04
347,2019-08-05,455321000000,-5.1
348,2019-08-02,298401000000,-0.09
349,2019-08-01,348641000000,-1.14
350,2019-07-31,458891000000,0.34
351,2019-07-30,458441000000,1.4
352,2019-07-29,495811000000,-3.63
353,2019-07-26,462981000000,-0.65
354,2019-07-25,471031000000,-1.3
355,2019-07-24,732341000000,-0.91
356,2019-07-23,521291000000,-0.93
357,2019-07-22,250681000000,-0.2
358,2019-07-19,276501000000,0.82
359,2019-07-18,339381000000,0.12
360,2019-07-17,605301000000,-1.24
361,2019-07-16,505911000000,0.01
362,2019-07-15,351841000000,-1.12
363,2019-07-12,313851000000,0.13
364,2019-07-11,231211000000,1.04
365,2019-07-10,263271000000,0.94
366,2019-07-09,338711000000,-1.07
367,2019-07-08,404771000000,-3.34
368,2019-07-05,356801000000,0.45
369,2019-07-04,298181000000,-0.34
370,2019-07-03,372911000000,-0.99
371,2019-07-02,363801000000,0.28
372,2019-07-01,303681000000,0.18
373,2019-06-28,433501000000,-0.43
374,2019-06-27,536661000000,-0.47
375,2019-06-26,627771000000,-0.21
376,2019-06-25,531621000000,-0.64
377,2019-06-24,511011000000,-0.01
378,2019-06-21,561511000000,-0.45
379,2019-06-20,915161000000,0.36
380,2019-06-19,757611000000,0.69
381,2019-06-18,470801000000,-0.24
382,2019-06-17,459861000000,-0.09
383,2019-06-14,367401000000,-0.23
384,2019-06-13,411311000000,0.55
385,2019-06-12,567061000000,0.19
386,2019-06-11,455411000000,1.4
387,2019-06-10,355641000000,1.06
388,2019-06-07,270381000000,1.1
389,2019-06-05,281451000000,0.9
390,2019-06-04,321681000000,0.72
391,2019-06-03,270901000000,-0.3
392,2019-05-31,310021000000,0.6
393,2019-05-30,312401000000,-0.05
394,2019-05-29,256311000000,-1.18
395,2019-05-28,276691000000,1.05
396,2019-05-27,264121000000,-0.59
397,2019-05-24,362771000000,-0.98
398,2019-05-23,385281000000,-1.09
399,2019-05-22,388391000000,0.31
400,2019-05-21,387661000000,-0.28
401,2019-05-20,541421000000,-0.93
402,2019-05-17,430061000000,-0.27
403,2019-05-16,622991000000,-0.49
404,2019-05-15,462261000000,1.23
405,2019-05-14,547171000000,0.94
406,2019-05-13,377491000000,-1.42
407,2019-05-10,566541000000,-0.32
408,2019-05-09,552161000000,-2.16
409,2019-05-08,336911000000,-0.23
410,2019-05-07,338861000000,-0.74
411,2019-05-03,498081000000,0.38
412,2019-05-02,238991000000,0.66
413,2019-04-30,222131000000,-0.14
414,2019-04-29,244781000000,0.53
415,2019-04-26,437001000000,-0.31
416,2019-04-25,290081000000,-0.66
417,2019-04-24,415871000000,-0.6
418,2019-04-23,351271000000,0.09
419,2019-04-22,348791000000,0.08
420,2019-04-19,371541000000,0.7
421,2019-04-18,371761000000,-0.95
422,2019-04-17,306341000000,0.05
423,2019-04-16,308301000000,-0.54
424,2019-04-15,208591000000,0.35
425,2019-04-12,227731000000,0.58
426,2019-04-11,234811000000,1.05
427,2019-04-10,284101000000,0.53
428,2019-04-09,306531000000,0.26
429,2019-04-08,238111000000,0.46
430,2019-04-05,423961000000,0.46
431,2019-04-04,328491000000,0.45
432,2019-04-03,239411000000,0.74
433,2019-04-02,157151000000,0.19
434,2019-04-01,154121000000,1.12
435,2019-03-29,246641000000,0.9
436,2019-03-28,171611000000,-1.25
437,2019-03-27,253161000000,-0.24
438,2019-03-26,184621000000,0.62
439,2019-03-25,205691000000,-1.68
440,2019-03-22,182831000000,-0.18
441,2019-03-21,210611000000,-0.83
442,2019-03-20,221481000000,-0.54
443,2019-03-19,239421000000,-0.04
444,2019-03-18,169871000000,0.94
445,2019-03-15,213141000000,-0.84
446,2019-03-14,204671000000,1.51
447,2019-03-13,191171000000,0.13
448,2019-03-12,246201000000,0.89
449,2019-03-11,172201000000,-0.15
450,2019-03-08,173691000000,-0.47
451,2019-03-07,186971000000,-1.39
452,2019-03-06,227251000000,-0.02
453,2019-03-05,202801000000,0.25
454,2019-03-04,226211000000,1.17
455,2019-02-28,323581000000,-4.24
456,2019-02-27,195241000000,0.52
457,2019-02-26,198021000000,0.1
458,2019-02-25,192521000000,0.23
459,2019-02-22,306911000000,-0.15
460,2019-02-21,258521000000,-0.5
461,2019-02-20,250251000000,-0.08
462,2019-02-19,297771000000,0.05
463,2019-02-18,206711000000,0.34
464,2019-02-15,291101000000,-0.42
465,2019-02-14,424981000000,-0.17
466,2019-02-13,292841000000,0.75
467,2019-02-12,306631000000,0.26
468,2019-02-11,286331000000,-0.25
469,2019-02-08,262921000000,0.2
470,2019-02-07,284381000000,0.27
471,2019-02-01,311751000000,0.43
472,2019-01-31,346391000000,0.21
473,2019-01-30,325091000000,0.49
474,2019-01-29,415951000000,-0.7
475,2019-01-28,239461000000,-0.0
476,2019-01-25,278191000000,0.83
477,2019-01-24,287551000000,1.19
478,2019-01-23,304171000000,0.26
479,2019-01-22,323741000000,-0.19
480,2019-01-21,282101000000,0.57
481,2019-01-18,336791000000,1.16
482,2019-01-17,359641000000,-0.71
483,2019-01-16,383961000000,1.2
484,2019-01-15,324961000000,0.92
485,2019-01-14,333181000000,0.82
486,2019-01-11,268561000000,0.81
487,2019-01-10,255911000000,-0.21
488,2019-01-09,241211000000,1.23
489,2019-01-08,259671000000,0.24
490,2019-01-07,260681000000,1.47
491,2019-01-04,288241000000,0.52
492,2019-01-03,309071000000,-0.7
493,2019-01-02,225661000000,-0.29
494,2018-12-28,217181000000,1.23
495,2018-12-27,268961000000,0.99
496,2018-12-26,202971000000,-1.71
497,2018-12-24,199321000000,-0.91
498,2018-12-21,193531000000,-0.23
499,2018-12-20,315181000000,-0.26
500,2018-12-19,311831000000,0.85
501,2018-12-18,309181000000,-0.7
502,2018-12-17,349681000000,-0.68
503,2018-12-14,327921000000,-0.43
504,2018-12-13,213951000000,1.44
505,2018-12-12,347531000000,1.35
506,2018-12-11,181961000000,-1.3
507,2018-12-10,243601000000,-1.95
508,2018-12-07,281031000000,0.61
509,2018-12-06,421041000000,-2.08
510,2018-12-05,393631000000,-0.49
511,2018-12-04,400691000000,0.43
512,2018-12-03,320561000000,1.69
513,2018-11-30,246671000000,-0.03
514,2018-11-29,189901000000,0.08
515,2018-11-28,184601000000,-0.21
516,2018-11-27,143401000000,0.74
517,2018-11-26,137961000000,0.78
518,2018-11-23,141771000000,-0.84
519,2018-11-22,144891000000,-0.5
520,2018-11-21,149461000000,0.14
521,2018-11-20,166421000000,-0.43
522,2018-11-19,161911000000,1.53
523,2018-11-16,187721000000,1.08
524,2018-11-15,243651000000,0.61
525,2018-11-14,212491000000,-0.09
526,2018-11-13,265151000000,-0.3
527,2018-11-12,184831000000,-1.01
528,2018-11-09,194511000000,-0.38
529,2018-11-08,201431000000,1.98
530,2018-11-07,321981000000,-1.31
531,2018-11-06,216501000000,0.21
532,2018-11-05,257431000000,-0.18
533,2018-11-02,232571000000,3.41
534,2018-11-01,214271000000,1.54
535,2018-10-31,236191000000,2.13
536,2018-10-30,285301000000,2.29
537,2018-10-29,286581000000,-5.89
538,2018-10-26,303601000000,-2.71
539,2018-10-25,228521000000,-2.17
540,2018-10-24,279181000000,-1.99
541,2018-10-23,261621000000,-2.24
542,2018-10-22,224341000000,-0.34
543,2018-10-19,248941000000,-0.05
544,2018-10-18,234641000000,-0.65
545,2018-10-17,178851000000,1.13
546,2018-10-16,135601000000,1.24
547,2018-10-15,153251000000,-0.79
548,2018-10-12,163081000000,2.07
549,2018-10-11,225721000000,-5.04
550,2018-10-10,215331000000,-3.78
551,2018-10-08,119771000000,-0.77
552,2018-10-05,154241000000,-1.25
553,2018-10-04,168241000000,-0.48
554,2018-10-02,155161000000,-1.32
555,2018-10-01,155001000000,-0.63
556,2018-09-28,179551000000,-0.43
557,2018-09-27,127701000000,0.35
558,2018-09-21,163921000000,0.86
559,2018-09-20,156471000000,-0.59
560,2018-09-19,212991000000,-1.79
561,2018-09-18,209511000000,-0.55
562,2018-09-17,251001000000,-0.7
563,2018-09-14,169621000000,0.42
564,2018-09-13,179521000000,0.25
565,2018-09-12,223071000000,0.18
566,2018-09-11,261371000000,0.25
567,2018-09-10,204471000000,0.92
568,2018-09-07,242591000000,0.47
569,2018-09-06,285891000000,-0.13
570,2018-09-05,258491000000,0.57
571,2018-09-04,193541000000,0.65
572,2018-09-03,146921000000,0.17
573,2018-08-31,126631000000,0.36
574,2018-08-30,186721000000,0.36
575,2018-08-29,168461000000,0.36
576,2018-08-28,168061000000,0.17
577,2018-08-27,193881000000,-1.07
578,2018-08-24,255981000000,0.65
579,2018-08-23,236271000000,0.39
580,2018-08-22,162961000000,0.02
581,2018-08-21,191811000000,0.79
582,2018-08-20,176681000000,0.36
583,2018-08-17,143621000000,1.1
584,2018-08-16,193821000000,0.33
585,2018-08-14,156911000000,1.23
586,2018-08-13,214201000000,-2.74
587,2018-08-10,167941000000,0.39
588,2018-08-09,135861000000,0.03
589,2018-08-08,196511000000,0.12
590,2018-08-07,132601000000,-0.05
591,2018-08-06,154291000000,-0.1
592,2018-08-03,183961000000,0.69
593,2018-08-02,246351000000,-0.18
594,2018-08-01,114881000000,1.22
595,2018-07-31,120941000000,0.15
596,2018-07-30,110381000000,0.43
597,2018-07-27,144531000000,1.08
598,2018-07-26,175391000000,1.76
599,2018-07-25,160781000000,-0.8
600,2018-07-24,294261000000,1.5
601,2018-07-23,210481000000,-3.32
602,2018-07-20,180581000000,-0.32
603,2018-07-19,184801000000,-1.02
604,2018-07-18,297201000000,-1.76
605,2018-07-17,248501000000,-0.23
606,2018-07-16,208201000000,-0.26
607,2018-07-13,173481000000,0.79
608,2018-07-12,246461000000,0.59
609,2018-07-11,297131000000,-0.18
610,2018-07-10,241761000000,1.29
611,2018-07-09,251031000000,-1.05
612,2018-07-06,216391000000,1.38
613,2018-07-05,257981000000,-1.2
614,2018-07-04,231231000000,0.66
615,2018-07-03,249601000000,0.22
616,2018-07-02,272271000000,-3.34
617,2018-06-29,275271000000,0.86
618,2018-06-28,300441000000,-1.69
619,2018-06-27,389441000000,-1.1
620,2018-06-26,350511000000,-1.42
621,2018-06-25,308351000000,0.79
622,2018-06-22,407771000000,-1.06
623,2018-06-21,306851000000,-1.58
624,2018-06-20,323541000000,1.55
625,2018-06-19,452101000000,-2.54
626,2018-06-18,404831000000,-2.02
627,2018-06-15,332531000000,0.19
628,2018-06-14,339351000000,-2.41
629,2018-06-12,446141000000,-0.84
630,2018-06-11,293141000000,1.45
631,2018-06-08,399941000000,-1.05
632,2018-06-07,328881000000,0.99
633,2018-06-05,362011000000,0.23
634,2018-06-04,299831000000,-0.48
635,2018-06-01,446881000000,-0.18
636,2018-05-31,539821000000,1.01
637,2018-05-30,394521000000,-0.39
638,2018-05-29,398251000000,-1.08
639,2018-05-28,448791000000,5.0
640,2018-05-25,461541000000,-3.6
641,2018-05-24,506731000000,-0.66
642,2018-05-23,544331000000,-0.86
643,2018-05-21,442661000000,0.38
644,2018-05-18,288951000000,1.47
645,2018-05-17,390091000000,0.99
646,2018-05-16,409641000000,-3.47
647,2018-05-15,474631000000,0.2
648,2018-05-14,442081000000,1.52
649,2018-05-11,433371000000,1.25
650,2018-05-10,328511000000,1.05
651,2018-05-09,423871000000,0.5
652,2018-05-08,527181000000,-2.29
653,2018-05-04,389871000000,0.75
654,2018-05-03,450231000000,-1.13
655,2018-05-02,581231000000,1.89
656,2018-04-30,496791000000,1.23
657,2018-04-27,333071000000,-0.13
658,2018-04-26,388911000000,0.46
659,2018-04-25,349281000000,-0.55
660,2018-04-24,389571000000,-0.11
661,2018-04-23,528921000000,0.43
662,2018-04-20,392741000000,0.88
663,2018-04-19,554081000000,0.75
664,2018-04-18,511561000000,0.28
665,2018-04-17,292481000000,0.45
666,2018-04-16,244051000000,0.56
667,2018-04-13,270921000000,0.78
668,2018-04-12,306701000000,0.07
669,2018-04-11,209021000000,0.91
670,2018-04-10,229161000000,0.17
671,2018-04-09,201671000000,0.5
672,2018-04-06,307541000000,-0.19
673,2018-04-05,393221000000,0.59
674,2018-04-04,374741000000,-1.21
675,2018-04-03,327441000000,0.31
676,2018-04-02,271021000000,-0.39
677,2018-03-30,261181000000,1.52
678,2018-03-29,227191000000,0.71
679,2018-03-28,373221000000,-0.89
680,2018-03-27,220951000000,1.04
681,2018-03-26,200301000000,1.14
682,2018-03-23,313751000000,-2.72
683,2018-03-22,349721000000,-0.65
684,2018-03-21,303741000000,0.36
685,2018-03-20,205421000000,0.45
686,2018-03-19,376741000000,0.09
687,2018-03-16,274041000000,0.42
688,2018-03-15,244461000000,0.04
689,2018-03-14,259351000000,0.27
690,2018-03-13,227541000000,-0.17
691,2018-03-12,268141000000,1.36
692,2018-03-09,293681000000,1.17
693,2018-03-08,271361000000,1.11
694,2018-03-07,279821000000,-0.67
695,2018-03-06,280611000000,0.9
696,2018-03-05,218941000000,-1.41
697,2018-03-02,207531000000,-0.22
698,2018-02-28,248741000000,-0.96
699,2018-02-27,179011000000,-0.08
700,2018-02-26,208771000000,-0.39
701,2018-02-23,200401000000,0.27
702,2018-02-22,264611000000,-0.43
703,2018-02-21,349001000000,0.81
704,2018-02-20,338411000000,0.07
705,2018-02-19,224081000000,1.77
706,2018-02-14,210011000000,0.47
707,2018-02-13,308131000000,-0.98
708,2018-02-12,238431000000,-0.14
709,2018-02-09,348861000000,-1.27
710,2018-02-08,220141000000,1.59
711,2018-02-07,312881000000,-1.76
712,2018-02-06,390651000000,-0.75
713,2018-02-05,296251000000,-2.35
714,2018-02-02,329241000000,-0.96
715,2018-02-01,460421000000,0.53
716,2018-01-31,248781000000,-0.34
717,2018-01-30,243851000000,-0.28
718,2018-01-29,259901000000,1.07
719,2018-01-26,253311000000,1.31
720,2018-01-25,348741000000,1.73
721,2018-01-24,231281000000,0.82
722,2018-01-23,212251000000,1.02
723,2018-01-22,194121000000,0.25
724,2018-01-19,222041000000,0.47
725,2018-01-18,186021000000,0.73
726,2018-01-17,180371000000,-0.16
727,2018-01-16,198931000000,0.78
728,2018-01-15,246131000000,0.35
729,2018-01-12,236491000,-0.27
730,2018-01-11,290221000,0.59
731,2018-01-10,266481000,0.74
732,2018-01-09,240361000,-0.29
733,2018-01-08,187451000,0.0
734,2018-01-05,173671000,1.29
735,2018-01-04,190791000,-0.49
736,2018-01-03,188421000,0.69
737,2018-01-02,133911000,1.14
738,2017-12-28,108021000,0.53
739,2017-12-27,95471000,0.5
740,2017-12-26,111451000,-0.06
741,2017-12-22,125831000,1.18
742,2017-12-21,137051000,-1.27
743,2017-12-20,142121000,-0.39
744,2017-12-19,195371000,-1.46
745,2017-12-18,196871000,-0.49
746,2017-12-15,185471000,-0.08
747,2017-12-14,160691000,0.17
748,2017-12-13,144521000,0.48
749,2017-12-12,170141000,-0.79
750,2017-12-11,124951000,0.88
751,2017-12-08,245441000,-1.21
752,2017-12-07,242001000,-1.21
753,2017-12-06,344831000,-0.4
754,2017-12-05,263151000,0.7
755,2017-12-04,206611000,-0.15
756,2017-12-01,179951000,0.41
757,2017-11-30,178091000,-0.72
758,2017-11-29,199041000,0.2
