,시도코드,시도명,기준연월일,요일구분코드,요일구분명,관강객구분코드,관광객구분명,관광객수
407,36,세종특별자치시,20210725,7,일요일,3,외국인(c),72.88088888888885
408,41,경기도,20210725,7,일요일,1,현지인(a),5391148.0
409,41,경기도,20210725,7,일요일,2,외지인(b),1727008.5
410,41,경기도,20210725,7,일요일,3,외국인(c),5266.164022988509
411,42,강원도,20210725,7,일요일,1,현지인(a),895055.0
412,42,강원도,20210725,7,일요일,2,외지인(b),620424.0
413,42,강원도,20210725,7,일요일,3,외국인(c),344.87786866359477
414,43,충청북도,20210725,7,일요일,1,현지인(a),689818.5
415,43,충청북도,20210725,7,일요일,2,외지인(b),365382.5
416,43,충청북도,20210725,7,일요일,3,외국인(c),333.1641521461961
417,44,충청남도,20210725,7,일요일,1,현지인(a),926320.5
418,44,충청남도,20210725,7,일요일,2,외지인(b),526050.0
419,44,충청남도,20210725,7,일요일,3,외국인(c),782.1571791613719
420,45,전라북도,20210725,7,일요일,1,현지인(a),923433.0
421,45,전라북도,20210725,7,일요일,2,외지인(b),330781.5
422,45,전라북도,20210725,7,일요일,3,외국인(c),517.117798213347
423,46,전라남도,20210725,7,일요일,1,현지인(a),836766.0
424,46,전라남도,20210725,7,일요일,2,외지인(b),444426.5
425,46,전라남도,20210725,7,일요일,3,외국인(c),2233.1871976530992
426,47,경상북도,20210725,7,일요일,1,현지인(a),1256265.5
427,47,경상북도,20210725,7,일요일,2,외지인(b),669343.5
428,47,경상북도,20210725,7,일요일,3,외국인(c),670.8795158730156
429,48,경상남도,20210725,7,일요일,1,현지인(a),1380354.5
430,48,경상남도,20210725,7,일요일,2,외지인(b),542678.5
431,48,경상남도,20210725,7,일요일,3,외국인(c),2356.572769472856
432,50,제주특별자치도,20210725,7,일요일,1,현지인(a),486685.5
433,50,제주특별자치도,20210725,7,일요일,2,외지인(b),194418.0
434,50,제주특별자치도,20210725,7,일요일,3,외국인(c),2476.2661225055463
435,27,대구광역시,20210727,2,화요일,1,현지인(a),1156088.5
436,27,대구광역시,20210727,2,화요일,2,외지인(b),231329.0
437,27,대구광역시,20210727,2,화요일,3,외국인(c),341.13759791122715
438,28,인천광역시,20210727,2,화요일,1,현지인(a),1192481.5
439,28,인천광역시,20210727,2,화요일,2,외지인(b),347256.0
440,28,인천광역시,20210727,2,화요일,3,외국인(c),3569.30702849389
441,29,광주광역시,20210727,2,화요일,1,현지인(a),772471.0
442,29,광주광역시,20210727,2,화요일,2,외지인(b),154140.0
443,29,광주광역시,20210727,2,화요일,3,외국인(c),229.66482004234297
444,30,대전광역시,20210727,2,화요일,1,현지인(a),670603.5
445,30,대전광역시,20210727,2,화요일,2,외지인(b),170436.0
446,30,대전광역시,20210727,2,화요일,3,외국인(c),222.0323287671231
447,31,울산광역시,20210727,2,화요일,1,현지인(a),496499.5
448,31,울산광역시,20210727,2,화요일,2,외지인(b),124967.5
449,31,울산광역시,20210727,2,화요일,3,외국인(c),715.0131234915523
450,36,세종특별자치시,20210727,2,화요일,1,현지인(a),149226.0
451,36,세종특별자치시,20210727,2,화요일,2,외지인(b),72271.5
452,36,세종특별자치시,20210727,2,화요일,3,외국인(c),84.39402105263163
453,41,경기도,20210727,2,화요일,1,현지인(a),5833824.5
454,41,경기도,20210727,2,화요일,2,외지인(b),1436347.5
455,41,경기도,20210727,2,화요일,3,외국인(c),6918.462713641219
456,42,강원도,20210727,2,화요일,1,현지인(a),964407.5
457,42,강원도,20210727,2,화요일,2,외지인(b),395692.5
458,42,강원도,20210727,2,화요일,3,외국인(c),384.40813484792915
459,43,충청북도,20210727,2,화요일,1,현지인(a),761106.5
460,43,충청북도,20210727,2,화요일,2,외지인(b),267876.0
