,시도코드,시도명,기준연월일,요일구분코드,요일구분명,관강객구분코드,관광객구분명,관광객수
845,11,서울특별시,20210803,2,화요일,3,외국인(c),5914.309430957764
846,26,부산광역시,20210803,2,화요일,1,현지인(a),1330238.0
847,26,부산광역시,20210803,2,화요일,2,외지인(b),333203.5
848,26,부산광역시,20210803,2,화요일,3,외국인(c),1876.609781970982
849,27,대구광역시,20210803,2,화요일,1,현지인(a),1128991.5
850,27,대구광역시,20210803,2,화요일,2,외지인(b),209370.0
851,27,대구광역시,20210803,2,화요일,3,외국인(c),328.97753982300856
852,28,인천광역시,20210803,2,화요일,1,현지인(a),1154482.0
853,28,인천광역시,20210803,2,화요일,2,외지인(b),315773.5
854,28,인천광역시,20210803,2,화요일,3,외국인(c),3539.5254352794445
855,29,광주광역시,20210803,2,화요일,1,현지인(a),747152.0
856,29,광주광역시,20210803,2,화요일,2,외지인(b),130714.5
857,29,광주광역시,20210803,2,화요일,3,외국인(c),206.78763406940075
858,30,대전광역시,20210803,2,화요일,1,현지인(a),670785.5
859,30,대전광역시,20210803,2,화요일,2,외지인(b),142513.0
860,30,대전광역시,20210803,2,화요일,3,외국인(c),255.3988333333333
861,31,울산광역시,20210803,2,화요일,1,현지인(a),454401.5
862,31,울산광역시,20210803,2,화요일,2,외지인(b),125282.5
863,31,울산광역시,20210803,2,화요일,3,외국인(c),630.0495211693548
864,36,세종특별자치시,20210803,2,화요일,1,현지인(a),146919.5
865,36,세종특별자치시,20210803,2,화요일,2,외지인(b),61449.5
866,36,세종특별자치시,20210803,2,화요일,3,외국인(c),96.52459098497495
867,41,경기도,20210803,2,화요일,1,현지인(a),5723473.0
868,41,경기도,20210803,2,화요일,2,외지인(b),1219953.0
869,41,경기도,20210803,2,화요일,3,외국인(c),6466.528390570582
870,42,강원도,20210803,2,화요일,1,현지인(a),969080.0
871,42,강원도,20210803,2,화요일,2,외지인(b),530918.5
872,42,강원도,20210803,2,화요일,3,외국인(c),366.9383774969425
873,43,충청북도,20210803,2,화요일,1,현지인(a),745510.5
874,43,충청북도,20210803,2,화요일,2,외지인(b),271397.0
875,43,충청북도,20210803,2,화요일,3,외국인(c),340.9465661799343
876,44,충청남도,20210803,2,화요일,1,현지인(a),1008504.0
877,44,충청남도,20210803,2,화요일,2,외지인(b),393435.0
878,44,충청남도,20210803,2,화요일,3,외국인(c),746.7667479674793
879,45,전라북도,20210803,2,화요일,1,현지인(a),986569.5
880,45,전라북도,20210803,2,화요일,2,외지인(b),268072.0
881,45,전라북도,20210803,2,화요일,3,외국인(c),421.2521129781908
882,46,전라남도,20210803,2,화요일,1,현지인(a),904529.5
883,46,전라남도,20210803,2,화요일,2,외지인(b),399122.5
884,46,전라남도,20210803,2,화요일,3,외국인(c),1493.7104931379383
885,47,경상북도,20210803,2,화요일,1,현지인(a),1348347.0
886,47,경상북도,20210803,2,화요일,2,외지인(b),542444.0
887,47,경상북도,20210803,2,화요일,3,외국인(c),848.9677956989248
888,48,경상남도,20210803,2,화요일,1,현지인(a),1448489.0
889,48,경상남도,20210803,2,화요일,2,외지인(b),444997.0
890,48,경상남도,20210803,2,화요일,3,외국인(c),1772.478638734502
891,50,제주특별자치도,20210803,2,화요일,1,현지인(a),526270.5
892,50,제주특별자치도,20210803,2,화요일,2,외지인(b),192867.5
893,50,제주특별자치도,20210803,2,화요일,3,외국인(c),1263.1347141673568
894,30,대전광역시,20210807,6,토요일,1,현지인(a),619454.5
895,30,대전광역시,20210807,6,토요일,2,외지인(b),182623.0
896,30,대전광역시,20210807,6,토요일,3,외국인(c),308.27090909090936
897,31,울산광역시,20210807,6,토요일,1,현지인(a),446337.5
898,31,울산광역시,20210807,6,토요일,2,외지인(b),142383.5
899,31,울산광역시,20210807,6,토요일,3,외국인(c),556.8521815235009
900,36,세종특별자치시,20210807,6,토요일,1,현지인(a),138498.5
901,36,세종특별자치시,20210807,6,토요일,2,외지인(b),81921.0
902,36,세종특별자치시,20210807,6,토요일,3,외국인(c),120.20202531645569
903,41,경기도,20210807,6,토요일,1,현지인(a),4592658.0
904,41,경기도,20210807,6,토요일,2,외지인(b),1390193.0
905,41,경기도,20210807,6,토요일,3,외국인(c),6727.023884416931
906,42,강원도,20210807,6,토요일,1,현지인(a),771148.0
907,42,강원도,20210807,6,토요일,2,외지인(b),554662.5
908,42,강원도,20210807,6,토요일,3,외국인(c),363.9237123342711
909,43,충청북도,20210807,6,토요일,1,현지인(a),697994.5
910,43,충청북도,20210807,6,토요일,2,외지인(b),358883.0
911,43,충청북도,20210807,6,토요일,3,외국인(c),395.6751816443595
912,44,충청남도,20210807,6,토요일,1,현지인(a),945406.0
913,44,충청남도,20210807,6,토요일,2,외지인(b),550567.5
914,44,충청남도,20210807,6,토요일,3,외국인(c),795.9332980972515
915,45,전라북도,20210807,6,토요일,1,현지인(a),929141.5
916,45,전라북도,20210807,6,토요일,2,외지인(b),339822.0
917,45,전라북도,20210807,6,토요일,3,외국인(c),422.42503148097467
918,46,전라남도,20210807,6,토요일,1,현지인(a),844210.5
919,46,전라남도,20210807,6,토요일,2,외지인(b),457681.0
920,46,전라남도,20210807,6,토요일,3,외국인(c),1165.8551104391272
921,47,경상북도,20210807,6,토요일,1,현지인(a),1269754.5
922,47,경상북도,20210807,6,토요일,2,외지인(b),643856.5
923,47,경상북도,20210807,6,토요일,3,외국인(c),607.5692079207913
924,48,경상남도,20210807,6,토요일,1,현지인(a),1385240.5
925,48,경상남도,20210807,6,토요일,2,외지인(b),512599.5
926,48,경상남도,20210807,6,토요일,3,외국인(c),1761.7486967968398
927,50,제주특별자치도,20210807,6,토요일,1,현지인(a),515882.5
928,50,제주특별자치도,20210807,6,토요일,2,외지인(b),186294.5
929,50,제주특별자치도,20210807,6,토요일,3,외국인(c),1188.5470380710663
930,11,서울특별시,20210808,7,일요일,1,현지인(a),3683557.5
931,11,서울특별시,20210808,7,일요일,2,외지인(b),980052.5
932,11,서울특별시,20210808,7,일요일,3,외국인(c),6789.588878617976
933,26,부산광역시,20210808,7,일요일,1,현지인(a),1204444.5
934,26,부산광역시,20210808,7,일요일,2,외지인(b),316897.0
935,26,부산광역시,20210808,7,일요일,3,외국인(c),1994.8086004898635
936,27,대구광역시,20210808,7,일요일,1,현지인(a),1037004.5
937,27,대구광역시,20210808,7,일요일,2,외지인(b),215047.0
938,27,대구광역시,20210808,7,일요일,3,외국인(c),344.9434040940104
939,28,인천광역시,20210808,7,일요일,1,현지인(a),1054301.5
940,28,인천광역시,20210808,7,일요일,2,외지인(b),374972.5
941,28,인천광역시,20210808,7,일요일,3,외국인(c),3682.073833368247
942,29,광주광역시,20210808,7,일요일,1,현지인(a),680998.5
943,29,광주광역시,20210808,7,일요일,2,외지인(b),138999.0
944,29,광주광역시,20210808,7,일요일,3,외국인(c),179.45331554369585
945,30,대전광역시,20210808,7,일요일,1,현지인(a),592039.0
946,30,대전광역시,20210808,7,일요일,2,외지인(b),153030.5
947,30,대전광역시,20210808,7,일요일,3,외국인(c),281.28120147118926
948,11,서울특별시,20210813,5,금요일,1,현지인(a),4529875.0
949,11,서울특별시,20210813,5,금요일,2,외지인(b),1240557.5
950,11,서울특별시,20210813,5,금요일,3,외국인(c),7658.52787239264
951,26,부산광역시,20210813,5,금요일,1,현지인(a),1341606.0
952,26,부산광역시,20210813,5,금요일,2,외지인(b),300538.0
953,26,부산광역시,20210813,5,금요일,3,외국인(c),2916.8633283564973
954,27,대구광역시,20210813,5,금요일,1,현지인(a),1184403.5
955,27,대구광역시,20210813,5,금요일,2,외지인(b),232060.5
956,27,대구광역시,20210813,5,금요일,3,외국인(c),350.67625046869153
957,28,인천광역시,20210813,5,금요일,1,현지인(a),1215781.0
958,28,인천광역시,20210813,5,금요일,2,외지인(b),353552.5
959,28,인천광역시,20210813,5,금요일,3,외국인(c),6158.915868355495
960,29,광주광역시,20210813,5,금요일,1,현지인(a),782659.5
961,29,광주광역시,20210813,5,금요일,2,외지인(b),154780.5
962,29,광주광역시,20210813,5,금요일,3,외국인(c),306.3939929328622
963,30,대전광역시,20210813,5,금요일,1,현지인(a),687536.5
964,30,대전광역시,20210813,5,금요일,2,외지인(b),170450.0
965,30,대전광역시,20210813,5,금요일,3,외국인(c),394.87749834327286
966,31,울산광역시,20210813,5,금요일,1,현지인(a),498645.0
967,31,울산광역시,20210813,5,금요일,2,외지인(b),115867.5
968,31,울산광역시,20210813,5,금요일,3,외국인(c),1244.0554838709684
969,36,세종특별자치시,20210813,5,금요일,1,현지인(a),152859.0
970,36,세종특별자치시,20210813,5,금요일,2,외지인(b),69650.0
971,36,세종특별자치시,20210813,5,금요일,3,외국인(c),219.1078780633593
972,41,경기도,20210813,5,금요일,1,현지인(a),5996039.0
973,41,경기도,20210813,5,금요일,2,외지인(b),1426131.0
974,41,경기도,20210813,5,금요일,3,외국인(c),7765.203324114922
975,42,강원도,20210813,5,금요일,1,현지인(a),1027071.5
976,42,강원도,20210813,5,금요일,2,외지인(b),494259.5
977,42,강원도,20210813,5,금요일,3,외국인(c),509.6671621621625
978,43,충청북도,20210813,5,금요일,1,현지인(a),769681.5
979,43,충청북도,20210813,5,금요일,2,외지인(b),284805.5
980,43,충청북도,20210813,5,금요일,3,외국인(c),417.1972679791077
981,44,충청남도,20210813,5,금요일,1,현지인(a),1047032.0
982,44,충청남도,20210813,5,금요일,2,외지인(b),413507.5
983,44,충청남도,20210813,5,금요일,3,외국인(c),1046.783701354155
984,45,전라북도,20210813,5,금요일,1,현지인(a),1016743.0
985,45,전라북도,20210813,5,금요일,2,외지인(b),254618.0
986,45,전라북도,20210813,5,금요일,3,외국인(c),597.4290686362816
987,46,전라남도,20210813,5,금요일,1,현지인(a),929460.0
988,46,전라남도,20210813,5,금요일,2,외지인(b),336427.0
989,46,전라남도,20210813,5,금요일,3,외국인(c),1227.3881229685799
990,47,경상북도,20210813,5,금요일,1,현지인(a),1396458.0
991,47,경상북도,20210813,5,금요일,2,외지인(b),461184.5
992,47,경상북도,20210813,5,금요일,3,외국인(c),705.742286115007
993,48,경상남도,20210813,5,금요일,1,현지인(a),1522307.5
994,48,경상남도,20210813,5,금요일,2,외지인(b),382039.0
995,48,경상남도,20210813,5,금요일,3,외국인(c),1768.0723342002611
996,50,제주특별자치도,20210813,5,금요일,1,현지인(a),517979.0
997,50,제주특별자치도,20210813,5,금요일,2,외지인(b),180911.5
998,50,제주특별자치도,20210813,5,금요일,3,외국인(c),1320.4963244795388
999,42,강원도,20210610,4,목요일,1,현지인(a),1044858.5
1000,42,강원도,20210610,4,목요일,2,외지인(b),241409.0
1001,42,강원도,20210610,4,목요일,3,외국인(c),252.38930635838148
1002,43,충청북도,20210610,4,목요일,1,현지인(a),827711.5
1003,43,충청북도,20210610,4,목요일,2,외지인(b),214273.5
1004,43,충청북도,20210610,4,목요일,3,외국인(c),318.1935964912278
1005,44,충청남도,20210610,4,목요일,1,현지인(a),1120434.0
1006,44,충청남도,20210610,4,목요일,2,외지인(b),302904.0
1007,44,충청남도,20210610,4,목요일,3,외국인(c),812.7118825050808
1008,45,전라북도,20210610,4,목요일,1,현지인(a),1063657.0
1009,45,전라북도,20210610,4,목요일,2,외지인(b),160643.0
1010,45,전라북도,20210610,4,목요일,3,외국인(c),409.30741422002137
1011,46,전라남도,20210610,4,목요일,1,현지인(a),989317.0
1012,46,전라남도,20210610,4,목요일,2,외지인(b),234265.5
1013,46,전라남도,20210610,4,목요일,3,외국인(c),1005.3225795810655
1014,47,경상북도,20210610,4,목요일,1,현지인(a),1492736.0
1015,47,경상북도,20210610,4,목요일,2,외지인(b),346769.5
1016,47,경상북도,20210610,4,목요일,3,외국인(c),2549.0263263665565
1017,48,경상남도,20210610,4,목요일,1,현지인(a),1629218.5
1018,48,경상남도,20210610,4,목요일,2,외지인(b),301150.5
1019,48,경상남도,20210610,4,목요일,3,외국인(c),1873.5343108601792
1020,50,제주특별자치도,20210610,4,목요일,1,현지인(a),541576.0
1021,50,제주특별자치도,20210610,4,목요일,2,외지인(b),147437.5
1022,50,제주특별자치도,20210610,4,목요일,3,외국인(c),1190.4078637770901
1023,11,서울특별시,20210612,6,토요일,1,현지인(a),4346212.5
1024,11,서울특별시,20210612,6,토요일,2,외지인(b),1535604.0
1025,11,서울특별시,20210612,6,토요일,3,외국인(c),4538.113649072065
1026,26,부산광역시,20210612,6,토요일,1,현지인(a),1315380.5
1027,26,부산광역시,20210612,6,토요일,2,외지인(b),390684.0
1028,26,부산광역시,20210612,6,토요일,3,외국인(c),2065.7213642373804
1029,27,대구광역시,20210612,6,토요일,1,현지인(a),1152200.0
1030,27,대구광역시,20210612,6,토요일,2,외지인(b),274148.0
1031,27,대구광역시,20210612,6,토요일,3,외국인(c),235.62195991091318
1032,28,인천광역시,20210612,6,토요일,1,현지인(a),1234656.5
1033,28,인천광역시,20210612,6,토요일,2,외지인(b),502078.5
1034,28,인천광역시,20210612,6,토요일,3,외국인(c),4101.299620790724
1035,29,광주광역시,20210612,6,토요일,1,현지인(a),766850.0
1036,29,광주광역시,20210612,6,토요일,2,외지인(b),180491.5
1037,29,광주광역시,20210612,6,토요일,3,외국인(c),152.93104943625332
1038,30,대전광역시,20210612,6,토요일,1,현지인(a),688135.0
1039,30,대전광역시,20210612,6,토요일,2,외지인(b),240152.5
1040,30,대전광역시,20210612,6,토요일,3,외국인(c),427.6032102564103
1041,31,울산광역시,20210612,6,토요일,1,현지인(a),459973.5
1042,31,울산광역시,20210612,6,토요일,2,외지인(b),117729.5
1043,31,울산광역시,20210612,6,토요일,3,외국인(c),717.0851286807336
1044,36,세종특별자치시,20210612,6,토요일,1,현지인(a),144732.0
1045,36,세종특별자치시,20210612,6,토요일,2,외지인(b),85158.5
1046,36,세종특별자치시,20210612,6,토요일,3,외국인(c),72.25854800936764
1047,41,경기도,20210612,6,토요일,1,현지인(a),5987779.0
1048,41,경기도,20210612,6,토요일,2,외지인(b),1889653.5
1049,41,경기도,20210612,6,토요일,3,외국인(c),5208.338378456304
1050,42,강원도,20210612,6,토요일,1,현지인(a),952252.0
1051,42,강원도,20210612,6,토요일,2,외지인(b),556146.5
1052,42,강원도,20210612,6,토요일,3,외국인(c),295.3757702349868
1053,27,대구광역시,20210709,5,금요일,2,외지인(b),226201.5
1054,27,대구광역시,20210709,5,금요일,3,외국인(c),360.13252804786856
1055,28,인천광역시,20210709,5,금요일,1,현지인(a),1293393.5
1056,28,인천광역시,20210709,5,금요일,2,외지인(b),334246.5
1057,28,인천광역시,20210709,5,금요일,3,외국인(c),4339.851908841483
1058,29,광주광역시,20210709,5,금요일,1,현지인(a),815755.5
1059,29,광주광역시,20210709,5,금요일,2,외지인(b),151956.0
1060,29,광주광역시,20210709,5,금요일,3,외국인(c),220.34007027406886
1061,30,대전광역시,20210709,5,금요일,1,현지인(a),738832.5
1062,30,대전광역시,20210709,5,금요일,2,외지인(b),179263.0
1063,30,대전광역시,20210709,5,금요일,3,외국인(c),343.2878903274942
1064,31,울산광역시,20210709,5,금요일,1,현지인(a),512659.0
1065,31,울산광역시,20210709,5,금요일,2,외지인(b),100383.5
1066,31,울산광역시,20210709,5,금요일,3,외국인(c),1115.0275420715816
1067,36,세종특별자치시,20210709,5,금요일,1,현지인(a),158567.5
1068,36,세종특별자치시,20210709,5,금요일,2,외지인(b),66839.5
1069,36,세종특별자치시,20210709,5,금요일,3,외국인(c),111.66320441988951
1070,41,경기도,20210709,5,금요일,1,현지인(a),6291796.0
1071,41,경기도,20210709,5,금요일,2,외지인(b),1357804.0
1072,41,경기도,20210709,5,금요일,3,외국인(c),7121.745921083256
1073,42,강원도,20210709,5,금요일,1,현지인(a),1034876.5
1074,42,강원도,20210709,5,금요일,2,외지인(b),354035.5
1075,42,강원도,20210709,5,금요일,3,외국인(c),421.5706349206351
1076,43,충청북도,20210709,5,금요일,1,현지인(a),813809.5
1077,43,충청북도,20210709,5,금요일,2,외지인(b),241048.5
1078,43,충청북도,20210709,5,금요일,3,외국인(c),403.2772165312609
1079,44,충청남도,20210709,5,금요일,1,현지인(a),1090449.5
1080,44,충청남도,20210709,5,금요일,2,외지인(b),338971.5
1081,44,충청남도,20210709,5,금요일,3,외국인(c),815.4114627039628
1082,45,전라북도,20210709,5,금요일,1,현지인(a),1058592.5
1083,45,전라북도,20210709,5,금요일,2,외지인(b),190347.5
1084,45,전라북도,20210709,5,금요일,3,외국인(c),462.9696496245978
1085,46,전라남도,20210709,5,금요일,1,현지인(a),974781.5
1086,46,전라남도,20210709,5,금요일,2,외지인(b),258776.0
1087,46,전라남도,20210709,5,금요일,3,외국인(c),1923.4595674751858
1088,47,경상북도,20210709,5,금요일,1,현지인(a),1442224.0
1089,47,경상북도,20210709,5,금요일,2,외지인(b),357322.0
1090,47,경상북도,20210709,5,금요일,3,외국인(c),683.2815940641457
1091,48,경상남도,20210709,5,금요일,1,현지인(a),1611179.5
1092,48,경상남도,20210709,5,금요일,2,외지인(b),326014.5
1093,48,경상남도,20210709,5,금요일,3,외국인(c),2134.412431236931
1094,50,제주특별자치도,20210709,5,금요일,1,현지인(a),548033.5
1095,50,제주특별자치도,20210709,5,금요일,2,외지인(b),163775.5
1096,50,제주특별자치도,20210709,5,금요일,3,외국인(c),1395.0094934143872
1097,44,충청남도,20210710,6,토요일,1,현지인(a),999519.5
1098,44,충청남도,20210710,6,토요일,2,외지인(b),531359.5
1099,44,충청남도,20210710,6,토요일,3,외국인(c),760.4181431515825
1100,45,전라북도,20210710,6,토요일,1,현지인(a),980364.0
1101,45,전라북도,20210710,6,토요일,2,외지인(b),284116.0
1102,45,전라북도,20210710,6,토요일,3,외국인(c),437.3896174863389
1103,46,전라남도,20210710,6,토요일,1,현지인(a),901484.5
1104,46,전라남도,20210710,6,토요일,2,외지인(b),385003.5
1105,46,전라남도,20210710,6,토요일,3,외국인(c),1815.3659005665936
1106,27,대구광역시,20210709,5,금요일,1,현지인(a),1226557.5
1107,48,경상남도,20210430,5,금요일,1,현지인(a),1535947
1108,48,경상남도,20210430,5,금요일,2,외지인(b),408632
1109,48,경상남도,20210430,5,금요일,3,외국인(c),1436.694704
1110,50,제주특별자치도,20210430,5,금요일,1,현지인(a),536602.5
1111,50,제주특별자치도,20210430,5,금요일,2,외지인(b),183281
1112,50,제주특별자치도,20210430,5,금요일,3,외국인(c),1568.609111
1113,11,서울특별시,20210501,6,토요일,1,현지인(a),4105867.5
1114,11,서울특별시,20210501,6,토요일,2,외지인(b),1400227.5
1115,11,서울특별시,20210501,6,토요일,3,외국인(c),3463.484595
1116,26,부산광역시,20210501,6,토요일,1,현지인(a),1292966.5
1117,26,부산광역시,20210501,6,토요일,2,외지인(b),390729.5
1118,26,부산광역시,20210501,6,토요일,3,외국인(c),1978.523256
1119,27,대구광역시,20210501,6,토요일,1,현지인(a),1113619.5
1120,27,대구광역시,20210501,6,토요일,2,외지인(b),302956.5
1121,27,대구광역시,20210501,6,토요일,3,외국인(c),256.8461302
1122,28,인천광역시,20210501,6,토요일,1,현지인(a),1151685.5
1123,28,인천광역시,20210501,6,토요일,2,외지인(b),450681
1124,28,인천광역시,20210501,6,토요일,3,외국인(c),3018.917791
1125,29,광주광역시,20210501,6,토요일,1,현지인(a),724654
1126,29,광주광역시,20210501,6,토요일,2,외지인(b),181618.5
1127,29,광주광역시,20210501,6,토요일,3,외국인(c),162.5753086
1128,30,대전광역시,20210501,6,토요일,1,현지인(a),670929
1129,30,대전광역시,20210501,6,토요일,2,외지인(b),233488.5
1130,30,대전광역시,20210501,6,토요일,3,외국인(c),206.256511
1131,31,울산광역시,20210501,6,토요일,1,현지인(a),441066.5
1132,31,울산광역시,20210501,6,토요일,2,외지인(b),120046.5
1133,30,대전광역시,20210430,5,금요일,2,외지인(b),201075
1134,30,대전광역시,20210430,5,금요일,3,외국인(c),217.8605886
1135,31,울산광역시,20210430,5,금요일,1,현지인(a),477827
1136,31,울산광역시,20210430,5,금요일,2,외지인(b),120673
1137,31,울산광역시,20210430,5,금요일,3,외국인(c),1145.636441
1138,36,세종특별자치시,20210430,5,금요일,1,현지인(a),144123
1139,36,세종특별자치시,20210430,5,금요일,2,외지인(b),77108.5
1140,36,세종특별자치시,20210430,5,금요일,3,외국인(c),71.91599553
1141,41,경기도,20210430,5,금요일,1,현지인(a),5943658
1142,41,경기도,20210430,5,금요일,2,외지인(b),1623744.5
1143,41,경기도,20210430,5,금요일,3,외국인(c),6514.963817
1144,42,강원도,20210430,5,금요일,1,현지인(a),976755.5
1145,42,강원도,20210430,5,금요일,2,외지인(b),350735
1146,42,강원도,20210430,5,금요일,3,외국인(c),258.9678919
1147,43,충청북도,20210430,5,금요일,1,현지인(a),760816
1148,43,충청북도,20210430,5,금요일,2,외지인(b),280833
1149,43,충청북도,20210430,5,금요일,3,외국인(c),443.8893335
1150,44,충청남도,20210430,5,금요일,1,현지인(a),1032794
1151,44,충청남도,20210430,5,금요일,2,외지인(b),411043.5
1152,44,충청남도,20210430,5,금요일,3,외국인(c),692.4349508
1153,45,전라북도,20210430,5,금요일,1,현지인(a),994273
1154,45,전라북도,20210430,5,금요일,2,외지인(b),239620.5
1155,45,전라북도,20210430,5,금요일,3,외국인(c),444.2097555
1156,46,전라남도,20210430,5,금요일,1,현지인(a),932536.5
1157,46,전라남도,20210430,5,금요일,2,외지인(b),319553.5
1158,46,전라남도,20210430,5,금요일,3,외국인(c),1382.122594
1159,47,경상북도,20210430,5,금요일,1,현지인(a),1373438.5
1160,47,경상북도,20210430,5,금요일,2,외지인(b),447678
1161,47,경상북도,20210430,5,금요일,3,외국인(c),2450.64542
1162,48,경상남도,20210514,5,금요일,2,외지인(b),355810
1163,48,경상남도,20210514,5,금요일,3,외국인(c),1761.887633
1164,50,제주특별자치도,20210514,5,금요일,1,현지인(a),533431.5
1165,50,제주특별자치도,20210514,5,금요일,2,외지인(b),170075.5
1166,50,제주특별자치도,20210514,5,금요일,3,외국인(c),1172.531438
1167,11,서울특별시,20210515,6,토요일,1,현지인(a),4198950
1168,11,서울특별시,20210515,6,토요일,2,외지인(b),1559964
1169,11,서울특별시,20210515,6,토요일,3,외국인(c),3653.116465
1170,26,부산광역시,20210515,6,토요일,1,현지인(a),1313371.5
1171,26,부산광역시,20210515,6,토요일,2,외지인(b),403193
1172,26,부산광역시,20210515,6,토요일,3,외국인(c),1877.716608
1173,27,대구광역시,20210515,6,토요일,1,현지인(a),1139603.5
1174,27,대구광역시,20210515,6,토요일,2,외지인(b),312056.5
1175,27,대구광역시,20210515,6,토요일,3,외국인(c),285.1854742
1176,28,인천광역시,20210515,6,토요일,1,현지인(a),1171037
1177,28,인천광역시,20210515,6,토요일,2,외지인(b),472440.5
1178,28,인천광역시,20210515,6,토요일,3,외국인(c),3435.892018
1179,29,광주광역시,20210515,6,토요일,1,현지인(a),764533
1180,29,광주광역시,20210515,6,토요일,2,외지인(b),194981.5
1181,29,광주광역시,20210515,6,토요일,3,외국인(c),108.9827747
1182,30,대전광역시,20210515,6,토요일,1,현지인(a),682510.5
1183,30,대전광역시,20210515,6,토요일,2,외지인(b),249966.5
1184,30,대전광역시,20210515,6,토요일,3,외국인(c),385.3113553
1185,31,울산광역시,20210515,6,토요일,1,현지인(a),445725
1186,31,울산광역시,20210515,6,토요일,2,외지인(b),115895.5
1187,31,울산광역시,20210515,6,토요일,3,외국인(c),478.9767229
1188,36,세종특별자치시,20210515,6,토요일,1,현지인(a),139888
1189,36,세종특별자치시,20210515,6,토요일,2,외지인(b),82824
1190,36,세종특별자치시,20210515,6,토요일,3,외국인(c),50.35862069
1191,41,경기도,20210515,6,토요일,1,현지인(a),5750916.5
1192,41,경기도,20210515,6,토요일,2,외지인(b),1847149.5
1193,41,경기도,20210515,6,토요일,3,외국인(c),5061.790681
1194,42,강원도,20210515,6,토요일,1,현지인(a),928613
1195,42,강원도,20210515,6,토요일,2,외지인(b),493293.5
1196,42,강원도,20210515,6,토요일,3,외국인(c),330.6831901
1197,43,충청북도,20210515,6,토요일,1,현지인(a),733953.5
1198,43,충청북도,20210515,6,토요일,2,외지인(b),334558
1199,43,충청북도,20210515,6,토요일,3,외국인(c),265.1938241
1200,44,충청남도,20210515,6,토요일,1,현지인(a),977301.5
1201,44,충청남도,20210515,6,토요일,2,외지인(b),505816.5
1202,44,충청남도,20210515,6,토요일,3,외국인(c),597.5890791
1203,45,전라북도,20210515,6,토요일,1,현지인(a),955027.5
1204,45,전라북도,20210515,6,토요일,2,외지인(b),281519
1205,45,전라북도,20210515,6,토요일,3,외국인(c),360.1820446
1206,46,전라남도,20210515,6,토요일,1,현지인(a),840119
1207,46,전라남도,20210515,6,토요일,2,외지인(b),347837
1208,46,전라남도,20210515,6,토요일,3,외국인(c),1128.522943
1209,47,경상북도,20210515,6,토요일,1,현지인(a),1304306.5
1210,47,경상북도,20210515,6,토요일,2,외지인(b),520401
1211,47,경상북도,20210515,6,토요일,3,외국인(c),665.2041963
1212,48,경상남도,20210515,6,토요일,1,현지인(a),1442262.5
1213,48,경상남도,20210515,6,토요일,2,외지인(b),432414.5
1214,48,경상남도,20210515,6,토요일,3,외국인(c),1423.083442
1215,48,경상남도,20210514,5,금요일,1,현지인(a),1604659
1216,50,제주특별자치도,20210515,6,토요일,1,현지인(a),514395
1217,50,제주특별자치도,20210515,6,토요일,2,외지인(b),177562
1218,50,제주특별자치도,20210515,6,토요일,3,외국인(c),1172.714469
1219,11,서울특별시,20210516,7,일요일,1,현지인(a),3932456.5
1220,11,서울특별시,20210516,7,일요일,2,외지인(b),1211896
1221,11,서울특별시,20210516,7,일요일,3,외국인(c),3626.795805
1222,26,부산광역시,20210516,7,일요일,1,현지인(a),1233491
1223,26,부산광역시,20210516,7,일요일,2,외지인(b),360633
1224,26,부산광역시,20210516,7,일요일,3,외국인(c),1744.390432
1225,27,대구광역시,20210516,7,일요일,1,현지인(a),1070881
1226,27,대구광역시,20210516,7,일요일,2,외지인(b),260274
1227,27,대구광역시,20210516,7,일요일,3,외국인(c),254.3180552
1228,28,인천광역시,20210516,7,일요일,1,현지인(a),1106402.5
1229,28,인천광역시,20210516,7,일요일,2,외지인(b),373919
1230,28,인천광역시,20210516,7,일요일,3,외국인(c),3240.735113
1231,29,광주광역시,20210516,7,일요일,1,현지인(a),713548.5
1232,29,광주광역시,20210516,7,일요일,2,외지인(b),155627.5
1233,29,광주광역시,20210516,7,일요일,3,외국인(c),112.8773684
1234,30,대전광역시,20210516,7,일요일,1,현지인(a),630819
1235,30,대전광역시,20210516,7,일요일,2,외지인(b),200060
1236,30,대전광역시,20210516,7,일요일,3,외국인(c),362.1765659
1237,31,울산광역시,20210516,7,일요일,1,현지인(a),421708
1238,31,울산광역시,20210516,7,일요일,2,외지인(b),105490
1239,31,울산광역시,20210516,7,일요일,3,외국인(c),465.5506925
1240,36,세종특별자치시,20210516,7,일요일,1,현지인(a),130711
1241,36,세종특별자치시,20210516,7,일요일,2,외지인(b),65621.5
1242,36,세종특별자치시,20210516,7,일요일,3,외국인(c),60.96537678
1243,41,경기도,20210516,7,일요일,1,현지인(a),5383525
1244,41,경기도,20210516,7,일요일,2,외지인(b),1523735.5
1245,41,경기도,20210516,7,일요일,3,외국인(c),4503.411688
1246,42,강원도,20210516,7,일요일,1,현지인(a),847658
1247,42,강원도,20210516,7,일요일,2,외지인(b),394975
1248,42,강원도,20210516,7,일요일,3,외국인(c),290.9325
1249,43,충청북도,20210516,7,일요일,1,현지인(a),669242
1250,43,충청북도,20210516,7,일요일,2,외지인(b),265503
1251,43,충청북도,20210516,7,일요일,3,외국인(c),266.045691
1252,44,충청남도,20210516,7,일요일,1,현지인(a),906167.5
1253,44,충청남도,20210516,7,일요일,2,외지인(b),407610
1254,44,충청남도,20210516,7,일요일,3,외국인(c),640.396887
